SampleID,PC1,PC2,PC3,PC4,PC5
TCGA-BH-A0DH,6.7559,-2.3108,0.76573,-2.5568,-0.59048
TCGA-BH-A0DI,-1.1617,-9.4836,0.14933,2.7434,1.3793
TCGA-BH-A0DK,-0.27366,-7.1436,2.2231,0.825,-2.2545
TCGA-BH-A0DL,-13.9778,0.20907,-1.4965,-1.7104,-2.4528
TCGA-BH-A0DP,1.2007,-8.9581,3.0781,-0.25217,-0.9171
TCGA-BH-A0DQ,4.0587,-7.1256,2.1028,2.3355,0.92357
TCGA-BH-A0DS,3.973,-3.1742,-4.5642,0.60236,-0.49304
TCGA-BH-A0DT,1.5623,-7.5484,3.249,-0.96893,-0.47488
TCGA-BH-A0DX,1.0188,-5.8561,-2.5684,2.5692,-1.3242
TCGA-BH-A0DZ,-1.2069,-3.7267,-3.9127,0.18981,3.7415
TCGA-BH-A0E0,-8.2844,6.0433,0.070308,-5.3713,1.334
TCGA-BH-A0E1,5.8209,-3.949,3.4129,-5.3288,0.79301
TCGA-BH-A0E2,2.025,-2.7763,2.9122,1.1716,3.066
TCGA-BH-A0E6,-12.5324,-2.2946,2.1077,-4.7044,-0.13756
TCGA-BH-A0E7,9.5594,3.6843,1.1979,1.6784,3.7629
TCGA-BH-A0EA,0.99392,-8.5975,4.7351,0.50137,-1.3403
TCGA-BH-A0EB,4.5451,-3.4278,0.4598,0.089422,-0.51573
TCGA-BH-A0EE,-5.9896,5.8824,-10.1472,-11.2235,-4.5087
TCGA-BH-A0EI,4.1446,-0.62909,3.0856,5.6902,5.3279
TCGA-BH-A0GY,-2.5294,-4.2351,0.15312,-0.29794,0.317
TCGA-BH-A0GZ,3.0809,-3.7548,1.572,-1.0134,2.8988
TCGA-BH-A0H0,6.9815,8.7591,3.2318,0.32352,-3.3554
TCGA-BH-A0H3,1.3096,-6.1235,4.5283,2.93,-0.54556
TCGA-BH-A0H5,0.28581,-6.3298,1.3559,-1.5341,-7.9194
TCGA-BH-A0H6,5.5612,-1.5493,-0.47088,2.8108,4.7862
TCGA-BH-A0H7,1.0171,-2.3099,-1.0845,1.72,4.4773
TCGA-BH-A0H9,2.8135,-1.512,2.9936,-2.517,-0.9654
TCGA-BH-A0HA,3.7673,-3.4921,1.7003,2.4495,0.43861
TCGA-BH-A0HB,1.543,-2.2448,1.8672,-1.288,-0.049001
TCGA-BH-A0HF,0.55773,-9.9543,1.6218,-3.1894,-0.7105
TCGA-BH-A0HI,7.8595,-3.5246,0.70383,-2.3523,0.25917
TCGA-BH-A0HK,-0.92276,-5.6159,1.9563,-1.313,-1.4947
TCGA-BH-A0HL,9.1545,12.3181,3.0884,1.881,3.1252
TCGA-BH-A0HN,8.5674,8.735,-2.9859,-7.89,0.63429
TCGA-BH-A0HO,8.0868,0.73942,1.243,-0.067604,-3.8204
TCGA-BH-A0HP,0.79877,-6.9906,1.4921,-3.576,-1.2927
TCGA-BH-A0HQ,2.9323,-6.8364,1.0344,-3.1239,3.2228
TCGA-BH-A0HU,3.4904,1.9966,-1.4938,-4.1507,-0.11697
TCGA-BH-A0HW,8.7925,13.8032,5.365,0.62676,2.4512
TCGA-BH-A0HX,3.1407,-2.2981,3.7201,2.8775,2.2472
TCGA-BH-A0HY,1.5655,-0.28527,-4.1586,-0.15073,4.285
TCGA-BH-A0RX,-11.3182,-3.8361,0.99154,0.65391,-2.4334
TCGA-BH-A0W3,10.7062,4.9442,1.253,-3.5912,-3.1152
TCGA-BH-A0W4,3.1639,-5.3441,4.9165,1.9986,2.5632
TCGA-BH-A0W5,1.9012,-6.811,2.0955,0.21988,-1.5959
TCGA-BH-A0W7,1.727,-6.1045,-2.1381,-0.21757,-1.0948
TCGA-BH-A0WA,-16.0391,1.0982,3.5442,2.1641,3.6589
TCGA-BH-A18F,0.14118,-6.7126,0.97341,1.0716,-1.5749
TCGA-BH-A18G,-13.0371,3.2118,-2.3458,-2.5886,3.0306
TCGA-BH-A18H,3.8509,0.50239,-0.37175,0.1992,-2.5036
TCGA-BH-A18I,3.1108,-6.318,1.1012,2.8123,0.092785
TCGA-BH-A18J,0.72758,-1.8824,-2.974,-0.92532,3.3714
TCGA-BH-A18K,2.605,-5.1739,-1.4888,-2.4773,1.1854
TCGA-BH-A18L,6.559,9.5341,2.7162,0.034851,-4.4915
TCGA-BH-A18M,3.2036,-6.5656,3.8789,2.4606,-1.062
TCGA-BH-A18N,8.3746,6.0792,6.167,3.6147,2.8151
TCGA-BH-A18P,1.221,-0.42215,-2.9419,0.78215,0.65181
TCGA-BH-A18Q,-9.7025,-3.8609,5.8012,-3.1547,-3.7291
TCGA-BH-A18R,-1.3797,2.4902,0.69221,-0.81928,-0.96202
TCGA-BH-A18S,9.3837,5.4376,-1.2353,-4.5343,-2.3304
TCGA-BH-A18T,-15.0758,6.2172,2.2337,0.87094,-0.23366
TCGA-BH-A18U,2.2951,0.5324,-6.5926,0.79202,-0.11842
TCGA-BH-A18V,-15.1744,1.4313,0.7752,4.444,-0.65696
TCGA-BH-A1EO,3.4795,-3.5201,-2.1074,8.4868,1.1688
TCGA-BH-A1ES,2.5601,0.67502,4.2685,1.6254,7.3735
TCGA-BH-A1ET,8.1326,-3.6602,2.3331,-1.9859,-2.0568
TCGA-BH-A1EU,3.8616,-7.407,4.1321,2.8319,-6.5454
TCGA-BH-A1EV,2.1165,-1.544,-6.8821,-2.0763,4.4969
TCGA-BH-A1EW,2.8656,-2.2372,0.47774,1.1655,-4.087
TCGA-BH-A1F0,-12.0839,-3.8326,1.7495,3.8386,-5.8141
TCGA-C8-A12K,-13.3802,3.2807,-0.82685,1.9606,-4.4452
TCGA-C8-A12L,-7.9209,0.96879,-5.209,-3.6802,3.6475
TCGA-C8-A12M,6.2073,13.2933,0.93356,5.1959,0.035359
TCGA-C8-A12N,4.1471,-2.8273,-2.137,0.6867,3.5512
TCGA-C8-A12O,1.3884,-3.9186,-2.1516,0.70937,3.7342
TCGA-C8-A12P,-4.8203,0.91959,-9.5909,0.59556,3.8699
TCGA-C8-A12Q,-2.8713,-5.3116,-6.3889,-2.3399,0.94801
TCGA-C8-A12T,0.42467,-0.59667,-3.1126,1.7785,7.1109
TCGA-C8-A12U,2.9359,12.5884,-2.0106,-0.70068,-3.3028
TCGA-C8-A12V,-11.8728,-0.011537,1.4348,2.1183,-6.5796
TCGA-C8-A12W,1.5262,-0.2043,-1.841,3.2135,4.0442
TCGA-C8-A12X,6.8962,7.891,-2.3771,0.05675,-1.3514
TCGA-C8-A12Y,3.294,-1.2783,0.29475,-2.957,1.711
TCGA-C8-A12Z,-1.3169,-0.092614,-10.0645,-6.2054,4.4908
TCGA-C8-A130,0.13413,0.29399,-0.82453,0.13766,1.7235
TCGA-C8-A131,-9.3036,-2.2235,-8.1347,-3.3544,4.7445
TCGA-C8-A132,-1.4678,-6.4204,0.82762,-0.1523,1.2843
TCGA-C8-A133,8.7451,13.8643,1.1366,-7.715,-3.1973
TCGA-C8-A134,-14.0657,3.4022,3.9229,1.9511,-1.224
TCGA-C8-A135,-5.1369,-3.7067,-4.1818,-2.0899,1.175
TCGA-C8-A137,-1.2982,3.0878,-5.5221,-0.45658,6.2444
TCGA-C8-A138,-1.7058,-5.1605,-3.5053,-2.5438,-0.46784
TCGA-C8-A1HF,-2.6123,2.6256,-9.3933,1.0657,2.2903
TCGA-C8-A1HG,1.3052,4.2601,0.14026,2.6386,-1.6137
TCGA-C8-A1HI,3.7521,-4.2915,3.423,-5.6034,0.7728
TCGA-C8-A1HL,4.0448,1.8304,-3.1221,-2.3509,2.3124
TCGA-C8-A1HM,0.69013,8.1434,-4.9532,1.5291,-6.7402
TCGA-C8-A1HN,5.2236,9.3762,-1.5564,2.348,1.8194
TCGA-D8-A13Y,2.267,11.2066,0.70421,2.0191,3.5821
TCGA-D8-A13Z,-7.7554,-2.5805,-4.801,-2.0356,1.5776
TCGA-D8-A140,5.8106,5.016,2.5506,5.639,-2.4444
TCGA-D8-A141,0.97983,-6.4468,-4.2965,4.4005,-0.533
TCGA-D8-A142,-11.1516,-1.776,0.2856,2.356,5.0315
TCGA-D8-A143,-10.3179,3.2004,-2.0752,-3.3295,1.2885
TCGA-D8-A145,2.425,-6.907,4.2045,-0.64615,-1.5907
TCGA-D8-A147,-14.671,3.8674,4.5981,2.9209,0.65616
TCGA-E2-A105,4.7912,4.9097,4.356,0.064175,0.53707
TCGA-E2-A106,8.8865,2.8701,5.6096,-4.5939,1.5822
TCGA-E2-A107,3.9088,0.37224,1.435,-6.472,-1.2366
TCGA-E2-A108,-3.7809,-9.8434,-0.48419,2.5989,-5.2458
TCGA-E2-A109,5.4588,5.8913,-1.3468,4.0088,0.8372
TCGA-E2-A10A,8.9862,3.4846,0.10096,3.2693,0.66916
TCGA-E2-A10B,6.1832,-2.7663,1.4929,0.040919,-2.558
TCGA-E2-A10C,3.9544,1.2402,-7.0771,-3.4266,-3.3775
TCGA-E2-A10E,5.5888,-3.5883,0.23626,-1.8226,-2.3731
TCGA-E2-A10F,3.1006,-5.0686,1.3522,5.0961,0.61864
TCGA-E2-A14N,-14.1503,5.3179,1.6381,-1.1713,-4.4958
TCGA-E2-A14O,8.4041,3.9339,-2.8678,-2.1728,-0.13098
TCGA-E2-A14P,-6.2452,1.5773,-4.2581,-3.6549,-1.4547
TCGA-E2-A14Q,3.553,-5.5559,5.8034,-4.0059,-1.2029
TCGA-E2-A14R,-15.4117,7.4644,-1.5414,-0.95756,-2.3075
TCGA-E2-A14S,6.9437,6.9329,2.9799,1.4657,-2.3895
TCGA-E2-A14T,4.2705,2.6522,4.0573,0.9786,-0.88089
TCGA-E2-A14V,0.50731,-1.8832,-0.49642,-3.1208,3.4654
TCGA-E2-A14W,5.9266,8.1703,-1.54,-0.69439,5.0378
TCGA-E2-A14X,-13.382,-0.57846,2.6176,-2.1436,-0.96183
TCGA-E2-A14Y,-15.0079,2.7992,-2.472,-5.3073,3.5143
TCGA-E2-A14Z,-0.8122,-4.6495,-0.56184,-1.1781,-3.1929
TCGA-E2-A150,-14.0936,1.1407,1.5425,2.9072,-0.12771
TCGA-E2-A152,-1.2865,-2.6169,-7.7225,-0.92776,6.648
TCGA-E2-A153,3.7079,-5.5258,-4.0239,2.1081,5.1232
TCGA-E2-A154,5.6547,0.73339,-0.49751,-1.0522,3.6543
TCGA-E2-A155,8.1379,10.5284,0.7674,3.8945,-0.17426
TCGA-E2-A156,10.838,7.3721,2.5404,-1.291,0.54061
TCGA-E2-A158,-14.1408,10.0242,6.2019,-2.5534,2.8147
TCGA-E2-A159,-10.6213,-1.6614,-5.1744,-2.3853,0.54025
TCGA-E2-A15A,2.9063,2.7565,-2.8468,2.4038,1.1849
TCGA-E2-A15C,4.3278,-4.9386,2.074,0.3066,2.0544
TCGA-E2-A15D,3.9077,-2.1129,-0.58619,2.9638,-0.49373
TCGA-E2-A15E,0.83876,-7.5634,3.8878,-3.8835,0.73477
TCGA-E2-A15F,4.6309,-0.11044,5.2305,1.1879,-1.821
TCGA-E2-A15G,11.1356,1.7296,1.0075,-2.4033,-1.2589
TCGA-E2-A15H,2.5179,-1.7643,0.62111,-2.7173,3.2263
TCGA-E2-A15I,3.8804,-3.5234,3.1545,-1.2053,-2.7495
TCGA-E2-A15J,6.2227,4.5761,-2.4073,-1.7849,1.8556
TCGA-E2-A15K,5.6995,1.2291,-2.1576,-0.12709,-1.8714
TCGA-E2-A15L,5.5594,-1.5942,-0.61767,1.1777,3.4643
TCGA-E2-A15M,1.9155,-5.5647,1.1073,3.2167,-5.7616
TCGA-E2-A15O,3.6042,2.0499,3.4077,-1.5232,-1.2648
TCGA-E2-A15P,4.3087,-2.7843,4.8712,-0.86022,-1.6152
TCGA-E2-A15R,6.2543,6.9446,5.943,1.743,3.0426
TCGA-E2-A15S,4.5432,8.6999,5.5234,-0.82463,-0.32632
TCGA-E2-A15T,7.114,6.5435,3.7882,0.94459,-0.2368
TCGA-E2-A1AZ,-11.5647,0.90329,1.6515,5.8697,-1.4484
TCGA-E2-A1B0,-7.631,-2.1384,-6.2146,0.7186,1.8156
TCGA-E2-A1B1,-1.1597,-9.727,0.86605,1.2177,-2.563
TCGA-E2-A1B4,6.0061,-2.5381,2.208,-6.4937,2.7399
TCGA-E2-A1B5,0.24058,-4.1537,0.84048,-1.9912,-7.4938
TCGA-E2-A1B6,-13.5091,1.3454,2.0531,-3.2764,-4.5919
TCGA-E2-A1BC,4.2267,-4.9699,0.26357,3.5773,0.62323
TCGA-E2-A1BD,2.6753,-4.4004,-0.011807,-5.0609,1.2104
