SampleID,PC1,PC2,PC3,PC4,PC5
TCGA-BH-A0DG,1.4635,-7.627,-0.32949,0.44832,-0.58392
TCGA-BH-A0DH,6.7702,-2.2796,0.76833,-2.5686,-0.57015
TCGA-BH-A0DI,-1.193,-9.5474,0.13594,2.7782,1.4093
TCGA-BH-A0DK,-0.28515,-7.1129,2.191,0.82886,-2.2092
TCGA-BH-A0DL,-13.9797,0.2431,-1.5384,-1.6998,-2.4682
TCGA-BH-A0DP,1.1741,-8.9466,3.0744,-0.26435,-0.888
TCGA-BH-A0DQ,4.0352,-7.1577,2.1114,2.3515,0.98535
TCGA-BH-A0DS,4.0082,-3.2058,-4.6164,0.62519,-0.52634
TCGA-BH-A0DT,1.536,-7.5355,3.2581,-0.98619,-0.44192
TCGA-BH-A0DX,1.0323,-5.8852,-2.6377,2.5929,-1.3667
TCGA-BH-A0DZ,-1.2126,-3.821,-3.8853,0.2368,3.7577
TCGA-BH-A0E0,-8.2972,6.0703,0.12803,-5.3965,1.2993
TCGA-BH-A0E1,5.8045,-3.9043,3.4882,-5.3825,0.83932
TCGA-BH-A0E2,1.989,-2.8136,2.9688,1.1978,3.1522
TCGA-BH-A0E6,-12.5757,-2.2586,2.159,-4.7491,-0.12951
TCGA-BH-A0E7,9.5569,3.6348,1.2565,1.6941,3.8091
TCGA-BH-A0EA,0.95851,-8.5763,4.721,0.47819,-1.3214
TCGA-BH-A0EB,4.5527,-3.4205,0.45331,0.078848,-0.49983
TCGA-BH-A0EE,-5.892,5.9749,-10.2074,-11.2641,-4.6735
TCGA-BH-A0EI,4.0953,-0.73262,3.1521,5.7356,5.4132
TCGA-BH-A0GY,-2.5445,-4.2469,0.14964,-0.27359,0.34437
TCGA-BH-A0GZ,3.0573,-3.7847,1.6277,-1.0039,2.9543
TCGA-BH-A0H0,7.0142,8.8518,3.2038,0.29074,-3.3998
TCGA-BH-A0H3,1.2736,-6.1262,4.5179,2.9292,-0.5132
TCGA-BH-A0H5,0.31733,-6.2067,1.2388,-1.5782,-7.9682
TCGA-BH-A0H6,5.5422,-1.648,-0.42305,2.8564,4.835
TCGA-BH-A0H7,0.99366,-2.4011,-1.0299,1.7621,4.5267
TCGA-BH-A0H9,2.8043,-1.4616,3.0115,-2.5456,-0.97381
TCGA-BH-A0HA,3.7571,-3.507,1.7095,2.4535,0.49726
TCGA-BH-A0HB,1.5373,-2.2206,1.8839,-1.2788,0.0059531
TCGA-BH-A0HF,0.54114,-9.9271,1.6234,-3.197,-0.68508
TCGA-BH-A0HI,7.8685,-3.507,0.72796,-2.3753,0.27424
TCGA-BH-A0HK,-0.93553,-5.5884,1.9305,-1.3226,-1.5083
TCGA-BH-A0HL,9.1556,12.3145,3.1614,1.8769,3.1603
TCGA-BH-A0HN,8.6244,8.7882,-2.9312,-7.9652,0.57024
TCGA-BH-A0HO,8.1241,0.81577,1.1987,-0.099522,-3.8298
TCGA-BH-A0HP,0.79054,-6.9561,1.4909,-3.6098,-1.3064
TCGA-BH-A0HQ,2.9036,-6.8753,1.1009,-3.1316,3.2501
TCGA-BH-A0HU,3.5155,2.0264,-1.4759,-4.175,-0.14667
TCGA-BH-A0HW,8.79,13.8408,5.4612,0.60558,2.5095
TCGA-BH-A0HX,3.1067,-2.3279,3.7594,2.9126,2.3261
TCGA-BH-A0HY,1.5682,-0.37856,-4.1312,-0.11156,4.2661
TCGA-BH-A0RX,-11.3436,-3.8116,0.96611,0.63955,-2.4205
TCGA-BH-A0W3,10.7545,5.0458,1.2417,-3.6584,-3.1592
TCGA-BH-A0W4,3.114,-5.383,4.9639,2.0061,2.6375
TCGA-BH-A0W5,1.8909,-6.7897,2.0677,0.22326,-1.5732
TCGA-BH-A0W7,1.7426,-6.112,-2.1773,-0.20701,-1.0951
TCGA-BH-A0WA,-16.1231,1.0457,3.6288,2.166,3.7351
TCGA-BH-A18F,0.13161,-6.7124,0.93077,1.0742,-1.5865
TCGA-BH-A18G,-13.066,3.1658,-2.2692,-2.6022,3.0292
TCGA-BH-A18H,3.8809,0.54095,-0.41725,0.19079,-2.5146
TCGA-BH-A18I,3.0989,-6.3473,1.0789,2.8388,0.12928
TCGA-BH-A18J,0.72489,-1.9471,-2.9366,-0.90495,3.3874
TCGA-BH-A18K,2.6058,-5.1927,-1.4726,-2.4774,1.1799
TCGA-BH-A18L,6.6015,9.6504,2.6748,0.0030536,-4.5186
TCGA-BH-A18M,3.18,-6.5574,3.864,2.4605,-1.0084
TCGA-BH-A18N,8.3474,6.0711,6.2476,3.6092,2.9203
TCGA-BH-A18P,1.2366,-0.46077,-2.9708,0.80622,0.60758
TCGA-BH-A18Q,-9.7454,-3.7602,5.8098,-3.2175,-3.7157
TCGA-BH-A18R,-1.3762,2.5177,0.68506,-0.82466,-0.99282
TCGA-BH-A18S,9.4394,5.5165,-1.2458,-4.5951,-2.4057
TCGA-BH-A18T,-15.1161,6.2346,2.2498,0.86534,-0.25287
TCGA-BH-A18U,2.343,0.49045,-6.6524,0.8462,-0.17528
TCGA-BH-A18V,-15.2125,1.4106,0.747,4.4732,-0.64287
TCGA-BH-A1EO,3.4806,-3.6227,-2.1782,8.5727,1.1816
TCGA-BH-A1ES,2.4933,0.57824,4.4047,1.651,7.4883
TCGA-BH-A1ET,8.1444,-3.6058,2.3194,-2.0229,-2.0788
TCGA-BH-A1EU,3.8685,-7.3193,4.0203,2.8145,-6.5671
TCGA-BH-A1EV,2.1345,-1.6472,-6.8559,-2.0434,4.4454
TCGA-BH-A1EW,2.8882,-2.1856,0.40025,1.1605,-4.102
TCGA-BH-A1F0,-12.0983,-3.7777,1.6392,3.8366,-5.833
TCGA-C8-A12K,-13.3744,3.3303,-0.89667,1.9496,-4.4689
TCGA-C8-A12L,-7.9231,0.90269,-5.1727,-3.6477,3.6174
TCGA-C8-A12M,6.2341,13.3006,0.91786,5.227,0.013572
TCGA-C8-A12N,4.1451,-2.9027,-2.0965,0.70987,3.6051
TCGA-C8-A12O,1.3745,-4.0007,-2.1152,0.75297,3.7821
TCGA-C8-A12P,-4.7952,0.79407,-9.6071,0.66845,3.8191
TCGA-C8-A12Q,-2.8525,-5.3641,-6.4222,-2.2979,0.89235
TCGA-C8-A12T,0.40162,-0.73863,-3.0349,1.8401,7.1676
TCGA-C8-A12U,3.0004,12.6684,-2.0554,-0.71674,-3.3544
TCGA-C8-A12V,-11.8718,0.072745,1.3365,2.0848,-6.614
TCGA-C8-A12W,1.5142,-0.29798,-1.8114,3.2681,4.0827
TCGA-C8-A12X,6.9495,7.9267,-2.3968,0.047242,-1.3788
TCGA-C8-A12Y,3.2919,-1.2773,0.35412,-2.972,1.7797
TCGA-C8-A12Z,-1.2806,-0.1827,-10.0297,-6.1739,4.4046
TCGA-C8-A130,0.12856,0.26191,-0.80318,0.14331,1.7317
TCGA-C8-A131,-9.3051,-2.3354,-8.0977,-3.3191,4.706
TCGA-C8-A132,-1.495,-6.4495,0.84459,-0.14003,1.3147
TCGA-C8-A133,8.8106,14.0226,1.1718,-7.8038,-3.2352
TCGA-C8-A134,-14.112,3.4317,3.9285,1.9264,-1.1975
TCGA-C8-A135,-5.1371,-3.7537,-4.1904,-2.0709,1.1162
TCGA-C8-A137,-1.2999,2.9615,-5.4657,-0.40358,6.2138
TCGA-C8-A138,-1.6895,-5.1668,-3.5281,-2.5418,-0.49926
TCGA-C8-A1HF,-2.5688,2.5273,-9.431,1.123,2.2283
TCGA-C8-A1HG,1.3236,4.2812,0.10684,2.6546,-1.5934
TCGA-C8-A1HI,3.7317,-4.247,3.4922,-5.6453,0.82586
TCGA-C8-A1HL,4.0635,1.8041,-3.0813,-2.3426,2.2906
TCGA-C8-A1HM,0.77848,8.2264,-5.0915,1.5248,-6.8302
TCGA-C8-A1HN,5.2472,9.3531,-1.5361,2.371,1.8137
TCGA-D8-A13Y,2.2595,11.1678,0.7583,2.0261,3.5773
TCGA-D8-A13Z,-7.7568,-2.6307,-4.8009,-2.0128,1.5553
TCGA-D8-A140,5.8288,5.0482,2.4999,5.6496,-2.4246
TCGA-D8-A141,0.99726,-6.5176,-4.3782,4.449,-0.55753
TCGA-D8-A142,-11.218,-1.879,0.35404,2.3809,5.0689
TCGA-D8-A143,-10.3305,3.1877,-2.0442,-3.3538,1.2421
TCGA-D8-A145,2.4004,-6.8687,4.1996,-0.66862,-1.582
TCGA-D8-A147,-14.7351,3.8657,4.639,2.9108,0.72261
TCGA-E2-A105,4.7791,4.9449,4.4011,0.045631,0.5805
TCGA-E2-A106,8.8706,2.9339,5.7136,-4.6563,1.6398
TCGA-E2-A107,3.9227,0.44759,1.4632,-6.533,-1.2707
TCGA-E2-A108,-3.7737,-9.8104,-0.60651,2.6144,-5.2685
TCGA-E2-A109,5.4821,5.8647,-1.3576,4.0449,0.83851
TCGA-E2-A10A,9.0062,3.4698,0.099677,3.2905,0.70765
TCGA-E2-A10B,6.1994,-2.7157,1.4604,0.022392,-2.5616
TCGA-E2-A10C,4.0334,1.2801,-7.1547,-3.4315,-3.484
TCGA-E2-A10E,5.611,-3.541,0.20296,-1.846,-2.391
TCGA-E2-A10F,3.0841,-5.1192,1.3311,5.1291,0.67814
TCGA-E2-A14N,-14.1587,5.4054,1.6056,-1.2119,-4.539
TCGA-E2-A14O,8.4525,3.9544,-2.862,-2.1837,-0.14873
TCGA-E2-A14P,-6.2202,1.5955,-4.2957,-3.6618,-1.5425
TCGA-E2-A14Q,3.5259,-5.4851,5.8477,-4.068,-1.1564
TCGA-E2-A14R,-15.4095,7.5077,-1.5612,-0.98276,-2.3462
TCGA-E2-A14S,6.9694,7.0007,2.9639,1.4443,-2.3894
TCGA-E2-A14T,4.2638,2.7005,4.0693,0.97057,-0.85275
TCGA-E2-A14V,0.48943,-1.9237,-0.42886,-3.1069,3.4845
TCGA-E2-A14W,5.9326,8.1116,-1.4496,-0.68166,5.0593
TCGA-E2-A14X,-13.4245,-0.54255,2.6365,-2.1672,-0.96881
TCGA-E2-A14Y,-15.0382,2.7694,-2.3959,-5.2898,3.5224
TCGA-E2-A14Z,-0.79808,-4.6074,-0.61623,-1.1895,-3.2071
TCGA-E2-A150,-14.1366,1.1233,1.5393,2.912,-0.11252
TCGA-E2-A152,-1.287,-2.7706,-7.675,-0.86835,6.6237
TCGA-E2-A153,3.7004,-5.6533,-3.9877,2.1695,5.1734
TCGA-E2-A154,5.6499,0.68512,-0.43368,-1.0552,3.6763
TCGA-E2-A155,8.1679,10.539,0.75007,3.9147,-0.19789
TCGA-E2-A156,10.8596,7.412,2.5825,-1.3282,0.56673
TCGA-E2-A158,-14.2134,10.053,6.3278,-2.6059,2.854
TCGA-E2-A159,-10.6158,-1.6956,-5.1995,-2.3576,0.49514
TCGA-E2-A15A,2.9269,2.7166,-2.8592,2.4458,1.1981
TCGA-E2-A15C,4.3042,-4.9717,2.1067,0.31793,2.1028
TCGA-E2-A15D,3.9153,-2.1409,-0.63119,2.9826,-0.51361
TCGA-E2-A15E,0.79967,-7.5449,3.937,-3.9165,0.76558
TCGA-E2-A15F,4.6196,-0.050846,5.2295,1.1748,-1.7667
TCGA-E2-A15G,11.1683,1.7821,1.007,-2.4413,-1.276
TCGA-E2-A15H,2.4996,-1.7922,0.69609,-2.7213,3.2629
TCGA-E2-A15I,3.8804,-3.4655,3.1258,-1.2456,-2.7746
TCGA-E2-A15J,6.2505,4.5566,-2.3777,-1.7967,1.8381
TCGA-E2-A15K,5.7417,1.2532,-2.1984,-0.13932,-1.9146
TCGA-E2-A15L,5.5514,-1.6623,-0.58366,1.196,3.4697
TCGA-E2-A15M,1.9353,-5.5039,0.98573,3.2269,-5.7953
TCGA-E2-A15O,3.6031,2.11,3.4246,-1.5518,-1.2448
TCGA-E2-A15P,4.2942,-2.7283,4.8805,-0.90286,-1.5919
TCGA-E2-A15R,6.2228,6.9422,6.0244,1.7373,3.0957
TCGA-E2-A15S,4.5362,8.7699,5.5727,-0.86029,-0.316
TCGA-E2-A15T,7.1181,6.5839,3.8057,0.93341,-0.23585
TCGA-E2-A1AZ,-11.5965,0.88453,1.5987,5.8947,-1.4357
TCGA-E2-A1B0,-7.6281,-2.2242,-6.2497,0.78128,1.76
TCGA-E2-A1B1,-1.1697,-9.7156,0.80453,1.2354,-2.5527
TCGA-E2-A1B4,5.9918,-2.5259,2.3078,-6.5517,2.7692
TCGA-E2-A1B5,0.27548,-4.0295,0.73552,-2.03,-7.5541
TCGA-E2-A1B6,-13.5194,1.4486,2.0278,-3.3354,-4.6038
TCGA-E2-A1BC,4.2179,-5.0214,0.2274,3.6105,0.61294
TCGA-E2-A1BD,2.6705,-4.3941,0.040493,-5.0942,1.2174
