ID,1,2,3,4,5,6
TCGA-BH-A0C0,74.012,7.6684,25.7996,41.5296,134.4419,72.4212
TCGA-BH-A0C3,22.7404,56.7008,213.8215,49.0735,69.7516,32.5653
TCGA-BH-A0DD,4.9509,77.4583,60.4863,72.2691,94.5954,35.2325
TCGA-BH-A0DE,42.2389,49.1017,123.6026,102.8525,17.4744,33.4091
TCGA-BH-A0DG,21.9601,33.9947,265.6834,28.7856,91.1946,70.1232
TCGA-BH-A0DH,8.8215,0.0183,44.5193,239.0186,72.8716,22.4885
TCGA-BH-A0DI,54.2816,0.2388,417.833,64.8027,30.4124,72.891
TCGA-BH-A0DK,54.8193,101.7034,155.4269,17.3307,32.0458,91.6029
TCGA-BH-A0DL,309.8414,0,19.4303,2.9092,10.2185,0
TCGA-BH-A0DP,37.4362,0.2692,178.6183,151.148,0,98.4664
TCGA-BH-A0DQ,19.9656,60.4195,266.4788,47.6533,47.0492,54.4992
TCGA-BH-A0DS,17.2463,4.7293,131.808,120.961,59.4816,133.4667
TCGA-BH-A0DT,50.2574,0.9274,122.0853,155.4993,0,71.0767
TCGA-BH-A0DX,42.1316,0,275.2497,80.8996,86.9854,46.6129
TCGA-BH-A0DZ,32.5581,0.3248,247.5733,42.2198,126.4652,124.9234
TCGA-BH-A0E0,120.0876,1.8947,3.9623,0,36.249,268.2217
TCGA-BH-A0E1,11.1769,0.3834,75.0374,243.4305,54.5062,53.5112
TCGA-BH-A0E2,37.6504,131.1942,135.0087,7.6361,0,128.4244
TCGA-BH-A0E6,154.0001,0.0532,25.6732,1.1449,4.07,267.8141
TCGA-BH-A0E7,8.7204,75.8095,76.2849,165.6758,9.1454,0
TCGA-BH-A0EA,54.706,0.1319,141.2895,125.5739,0,65.5359
TCGA-BH-A0EB,45.8372,0.3201,146.9175,205.4931,0.0012,49.1129
TCGA-BH-A0EE,62.603,0.0187,0,10.883,236.2583,99.8162
TCGA-BH-A0EI,3.0933,118.0187,287.8249,33.2655,0,53.2751
TCGA-BH-A0GY,76.8088,69.6096,99.6005,6.5002,96.9368,45.3007
TCGA-BH-A0GZ,7.3924,65.3179,149.5668,61.6603,59.1959,104.9267
TCGA-BH-A0H0,16.1029,128.806,6.5892,65.1844,33.2965,29.3467
TCGA-BH-A0H3,58.4791,7.9053,189.2882,121.9901,0,45.6692
TCGA-BH-A0H5,111.4935,0.2589,55.3707,97.6961,17.3708,71.2171
TCGA-BH-A0H6,4.9356,97.9068,207.8727,49.1944,21.6768,47.0604
TCGA-BH-A0H7,1.9493,74.4663,362.7908,7.8388,115.5548,63.993
TCGA-BH-A0H9,22.3727,57.6499,62.0011,82.2334,87.9181,61.9236
TCGA-BH-A0HA,0.4613,155.0651,239.5623,1.9583,17.8934,113.6943
TCGA-BH-A0HB,34.3582,115.3245,60.4364,0,69.5832,136.6756
TCGA-BH-A0HF,65.9554,2.3159,186.5347,145.5229,12.2924,86.5464
TCGA-BH-A0HI,9.8738,31.7188,106.0411,219.9383,0.0022,48.9445
TCGA-BH-A0HK,45.3016,0.1095,79.267,150.9995,0,176.346
TCGA-BH-A0HL,0,210.5547,29.9684,0.681,0.0003,20.8887
TCGA-BH-A0HN,0,0,11.2748,213.3189,15.3544,111.4613
TCGA-BH-A0HO,0.4224,222.7606,48.3561,96.9298,0,45.3122
TCGA-BH-A0HP,38.7364,0.0237,103.5052,164.6012,0.001,117.5766
TCGA-BH-A0HQ,19.7537,0.1545,174.1418,143.348,54.2223,69.5317
TCGA-BH-A0HU,9.5691,8.2231,36.384,73.2191,100.7124,164.6149
TCGA-BH-A0HW,0,255.7245,11.5719,0.0028,0.1469,37.6076
TCGA-BH-A0HX,29.4012,172.6507,126.931,0.0006,4.9048,55.9891
TCGA-BH-A0HY,0,0.3531,146.0607,41.4587,240.3215,91.0808
TCGA-BH-A0RX,199.4436,0.1212,71.5032,3.6756,0,175.8717
TCGA-BH-A0W3,2.7384,63.4018,23.215,168.4211,19.7249,0
TCGA-BH-A0W4,36.8175,20.1995,158.89,151.851,0,56.1318
TCGA-BH-A0W5,51.0246,8.6863,133.4528,124.7632,0,71.2435
TCGA-BH-A0W7,28.1529,0.0463,167.8811,80.5907,85.2112,113.847
TCGA-BH-A0WA,276.0491,2.4855,64.4757,0,7.0523,0
TCGA-BH-A18F,65.3139,0.0022,158.666,89.9729,32.1331,52.317
TCGA-BH-A18G,233.487,0,79.564,13.9196,0,207.5039
TCGA-BH-A18H,31.3607,120.8249,48.58,56.0284,33.5472,68.1272
TCGA-BH-A18I,41.5595,30.6057,239.0813,84.6494,18.8467,33.2803
TCGA-BH-A18J,68.9616,0.0249,162.2332,137.2819,39.8685,53.7874
TCGA-BH-A18K,6.77,0.5763,178.3785,78.1679,105.0293,100.6069
TCGA-BH-A18L,0.3228,174.8742,6.2276,0,115.2426,9.1476
TCGA-BH-A18M,39.2089,22.9261,210.9585,110.9467,28.3615,54.7916
TCGA-BH-A18N,0.2981,164.2053,49.5252,84.5387,0,11.5059
TCGA-BH-A18P,42.8971,0.0091,106.6106,94.4799,96.5903,20.9999
TCGA-BH-A18Q,238.9671,0.5467,14.5397,19.5719,1.4317,31.2002
TCGA-BH-A18R,27.2077,72.4682,45.9019,0,151.7218,69.3921
TCGA-BH-A18S,0.1673,11.9438,10.3013,240.8546,48.7762,22.6317
TCGA-BH-A18T,264.7812,0.0429,16.3425,0,10.9006,52.654
TCGA-BH-A18U,7.8557,0.7329,96.2416,103.9271,174.6873,79.7097
TCGA-BH-A18V,278.2186,0.0001,64.9903,0.0176,9.3408,0
TCGA-BH-A1EO,78.2237,39.0441,304.1074,60.3978,9.7486,10.7125
TCGA-BH-A1ES,31.2869,141.008,134.7078,0.5037,1.4137,59.4241
TCGA-BH-A1ET,8.302,11.9267,95.9716,220.2437,27.0613,0
TCGA-BH-A1EU,52.6529,3.9808,149.9088,158.9083,0,7.808
TCGA-BH-A1EV,4.066,0,144.1216,90.7747,199.554,44.5708
TCGA-BH-A1EW,70.7621,44.2714,44.7694,88.1612,71.9341,0
TCGA-BH-A1F0,214.5897,0.0014,71.4994,14.1806,9.4153,17.8585
TCGA-C8-A12K,248.1539,0.0003,25.9964,2.9551,0,71.5067
TCGA-C8-A12L,174.8166,0,69.8167,5.6236,116.6641,0
TCGA-C8-A12M,5.5789,235.766,25.8684,0,4.1038,21.8727
TCGA-C8-A12N,8.7087,11.9614,264.6416,107.0302,28.0253,115.079
TCGA-C8-A12O,54.5829,0.0012,215.7635,97.8042,123.8331,21.0256
TCGA-C8-A12P,56.0034,0,170.5269,0,217.5162,34.6392
TCGA-C8-A12Q,36.1537,0.0126,134.2647,24.6285,243.9731,5.8067
TCGA-C8-A12T,2.5596,40.0636,284.4042,0,106.285,222.7505
TCGA-C8-A12U,4.9927,95.4213,2.8797,0,171.1407,54.5164
TCGA-C8-A12V,238.7059,0.0004,27.4571,7.8853,0,26.7498
TCGA-C8-A12W,5.5099,89.9779,211.2794,0,140.7718,33.8598
TCGA-C8-A12X,18.3546,128.702,28.1571,34.8488,82.933,48.549
TCGA-C8-A12Y,1.645,10.801,80.4121,92.1382,102.9154,153.7581
TCGA-C8-A12Z,7.6086,0.0119,104.0277,78.4167,285.0832,51.342
TCGA-C8-A130,42.4297,30.4147,90.5407,14.4171,91.4339,109.6054
TCGA-C8-A131,101.3377,0.0004,168.6703,0.9757,113.8733,137.1246
TCGA-C8-A132,37.6502,12.3333,195.7761,44.3621,150.1616,39.5277
TCGA-C8-A133,0,253.4628,0,68.0263,0,56.742
TCGA-C8-A134,243.8422,0.0482,19.4365,3.3272,2.9014,21.1205
TCGA-C8-A135,30.2835,0.0034,114.0832,0,239.0673,129.0291
TCGA-C8-A137,21.9828,0.1465,134.9161,0,204.2903,97.6921
TCGA-C8-A138,15.4406,1.9429,148.0493,17.6645,153.404,139.3076
TCGA-C8-A1HF,20.4463,0,161.218,0,184.6214,133.9885
TCGA-C8-A1HG,55.5461,92.8075,52.5319,5.9506,59.9342,99.0715
TCGA-C8-A1HI,20.1682,122.5554,51.5775,56.5819,75.4874,59.3723
TCGA-C8-A1HL,0.1637,15.1249,95.1606,52.1264,150.1373,129.4775
TCGA-C8-A1HM,88.516,0.637,14.1686,71.1307,135.9534,18.2905
TCGA-C8-A1HN,22.5394,156.4077,48.6136,0,50.117,30.8994
TCGA-D8-A13Y,66.6545,102.1639,40.0338,0,15.9637,17.824
TCGA-D8-A13Z,141.2545,0,107.7716,0,135.9964,0
TCGA-D8-A140,17.7562,151.3043,62.5326,41.8814,31.7225,0
TCGA-D8-A141,53.1319,0,361.0938,80.0568,24.6103,58.9878
TCGA-D8-A142,199.4725,0,198.7056,0,31.0884,40.7182
TCGA-D8-A143,231.389,0.0004,18.2255,0,55.9124,15.6408
TCGA-D8-A145,45.5338,10.4991,126.971,130.3077,8.0747,38.6694
TCGA-D8-A147,222.6466,0.0068,31.5113,2.5406,14.0501,10.3096
TCGA-E2-A105,11.4014,163.161,33.3263,1.2307,5.2853,89.137
TCGA-E2-A106,7.4775,208.5095,31.661,44.5153,40.3656,0
TCGA-E2-A107,0.5013,17.17,20.1672,118.4883,116.578,69.4311
TCGA-E2-A108,125.2461,0.1145,188.9878,51.479,22.5439,52.3722
TCGA-E2-A109,4.007,129.9542,92.9021,0,93.7771,35.1995
TCGA-E2-A10A,13.7307,124.1353,105.3963,70.6005,16.7804,0
TCGA-E2-A10B,22.838,25.2403,110.631,171.6074,41.1336,0
TCGA-E2-A10C,0.0002,2.3584,36.7758,51.0947,175.2329,123.9633
TCGA-E2-A10E,18.506,1.5038,90.5611,245.6949,46.3586,0.1461
TCGA-E2-A10F,49.6749,8.288,234.4264,110.9274,11.0342,50.0829
TCGA-E2-A14N,236.5259,0.0004,2.9972,0.3311,0,114.2237
TCGA-E2-A14O,0,60.9112,52.4589,177.7116,72.8327,117.6022
TCGA-E2-A14P,48.0253,0,18.7508,0,233.3582,92.1553
TCGA-E2-A14Q,48.4514,35.2455,63.5429,130.5956,6.5152,67.4368
TCGA-E2-A14R,199.7143,0,8.2105,0,0,145.7365
TCGA-E2-A14S,14.0377,113.6471,12.901,104.02,0,74.004
TCGA-E2-A14T,13.9748,229.4248,53.9055,0,24.1661,31.5671
TCGA-E2-A14V,20.9973,4.0841,85.7457,57.5141,183.5977,74.3941
TCGA-E2-A14W,0,42.2662,35.4338,120.3948,110.8257,72.9871
TCGA-E2-A14X,237.3579,0.0018,21.0711,12.3918,2.8658,70.6519
TCGA-E2-A14Y,201.4956,0,12.4956,0,125.1315,94.6812
TCGA-E2-A14Z,70.9351,0.561,85.6488,87.9807,37.8997,132.1953
TCGA-E2-A150,285.7818,0.0025,57.5134,3.2881,0,0
TCGA-E2-A152,13.246,0,246.4517,16.8117,207.5173,38.9683
TCGA-E2-A153,18.2434,0.0437,356.8093,114.4304,49.6475,98.1762
TCGA-E2-A154,19.3248,0.3451,113.6786,168.7795,19.2298,74.4244
TCGA-E2-A155,23.5127,211.8484,23.0091,23.3629,16.6624,0.0106
TCGA-E2-A156,5.6487,69.5479,16.5452,179.454,0.0001,10.0839
TCGA-E2-A158,185.6568,0.0237,0,0.3863,0,145.292
TCGA-E2-A159,205.6982,0.0645,58.4028,0,60.077,0.0004
TCGA-E2-A15A,33.8524,115.8061,95.8902,3.5914,115.3396,0.185
TCGA-E2-A15C,20.9488,35.7872,134.1471,152.9371,17.2554,22.225
TCGA-E2-A15D,35.6026,26.9318,106.6461,124.5122,0,57.8954
TCGA-E2-A15E,45.1659,6.5153,93.0331,111.9702,64.1711,60.7783
TCGA-E2-A15F,27.0461,193.7468,45.852,30.5905,2.7878,0
TCGA-E2-A15G,1.0947,18.5128,36.8456,206.2678,6.6663,39.6019
TCGA-E2-A15H,4.8768,73.5297,122.8904,39.9994,109.7018,70.5811
TCGA-E2-A15I,40.4805,1.0866,63.2799,206.4124,0,0.0138
TCGA-E2-A15J,2.4482,0.014,54.8152,190.1468,28.8967,155.3903
TCGA-E2-A15K,31.4519,10.1852,74.4355,138.0644,54.0229,40.1889
TCGA-E2-A15L,21.7368,9.9334,210.8088,167.3366,11.8421,39.4534
TCGA-E2-A15M,104.5953,0.7882,121.3664,116.6072,26.1893,0.0026
TCGA-E2-A15O,20.0656,154.755,32.0612,26.3851,3.3067,27.7392
TCGA-E2-A15P,21.188,118.2572,78.1604,112.7458,3.214,0
TCGA-E2-A15R,5.2127,210.0402,49.7314,3.1077,2.6852,0
TCGA-E2-A15S,8.535,217.314,17.7469,0,2.3945,21.7972
TCGA-E2-A15T,28.0406,140.4802,16.9214,87.5814,3.2398,0
TCGA-E2-A1AZ,189.6099,0.1906,100.6428,2.472,0,35.5303
TCGA-E2-A1B0,90.3908,0,120.119,0,196.0702,29.3969
TCGA-E2-A1B1,84.008,18.5948,208.0862,44.7648,73.4052,17.2251
TCGA-E2-A1B4,0,0.0066,59.3548,206.0528,8.6812,111.4287
TCGA-E2-A1B5,64.8676,0.0062,38.9183,106.0809,28.7848,158.4175
TCGA-E2-A1B6,162.0057,0,1.5374,0.1613,8.9938,164.2282
TCGA-E2-A1BC,19.3582,4.8887,204.7001,130.1498,37.1225,21.3746
TCGA-E2-A1BD,0.6832,0.0109,78.6193,134.3218,69.9884,137.8396
