ID,1,2,3,4,5,6,7,8
TCGA-B6-A0IM,19.5046,2.5294,132.0809,140.8614,114.1259,28.0533,0,0
TCGA-B6-A0IN,2.4165,116.7512,83.4645,0,113.6213,172.283,91.5611,63.2235
TCGA-B6-A0IO,10.7372,3.1199,25.7355,161.7424,84.8317,100.8857,8.1298,50.2991
TCGA-B6-A0IP,27.4629,2.3152,53.6667,157.2476,46.4934,81.2206,6.6526,13.7393
TCGA-B6-A0IQ,156.1272,0.0005,7.9256,0,0,184.0457,0.0041,37.0874
TCGA-B6-A0RE,188.5989,0.0037,54.4131,0,0,67.3041,1.7457,87.6206
TCGA-B6-A0RG,13.9711,3.4513,99.6303,38.3126,214.9548,81.4937,1.8656,4.6332
TCGA-B6-A0RH,23.1777,0.001,136.1088,34.5865,29.9674,198.7457,197.0688,159.1352
TCGA-B6-A0RI,45.9103,0.0108,225.6919,119.8164,67.6631,37.0146,0.2141,9.9046
TCGA-B6-A0RL,4.8177,0.0412,0,26.8033,202.763,75.5268,0,0
TCGA-B6-A0RM,15.4661,0.0185,31.6642,92.8777,132.4174,71.108,18.2118,0
TCGA-B6-A0RN,28.6716,0.0015,233.4156,134.5254,0,123.0584,0,0
TCGA-B6-A0RO,15.0956,0.0801,16.9389,170.3087,74.5758,18.5002,196.3094,22.4823
TCGA-B6-A0RP,18.5215,143.8368,183.4404,168.4305,0,20.0187,55.6033,0
TCGA-B6-A0RQ,94.4194,0.1964,13.6377,133.6849,0,81.5529,37.1012,22.3118
TCGA-B6-A0RS,103.3909,0.0039,56.5971,21.2344,0,121.1529,176.7868,85.8949
TCGA-B6-A0RT,106.828,0.0091,39.0952,7.5179,0,62.0855,0,163.4232
TCGA-B6-A0RU,177.5043,0.0934,51.6842,11.8584,0,93.2921,1.0611,31.9726
TCGA-B6-A0RV,36.8181,0.7486,26.0512,147.2597,29.0833,87.1709,74.8598,24.1103
TCGA-B6-A0WS,21.9093,0.0077,133.3922,79.8682,91.2739,26.883,71.1784,45.2741
TCGA-B6-A0WT,43.1006,9.7782,186.6695,94.328,79.8298,0,14.8397,0
TCGA-B6-A0WV,42.8644,9.5639,45.0718,56.5241,142.4194,29.6317,0,0
TCGA-B6-A0WW,21.7056,16.0549,106.5863,47.7172,172.1178,29.0273,0.4132,30.011
TCGA-B6-A0WX,131.936,0,229.9293,2.9396,0,105.15,0.4773,51.077
TCGA-B6-A0WY,70.3943,0.0043,91.8247,60.6694,48.9291,89.7856,7.4766,88.2268
TCGA-B6-A0WZ,4.0035,0.0009,64.2689,154.8549,0,123.67,207.1844,0
TCGA-B6-A0X0,38.521,0.0021,13.6945,164.9436,0,169.895,18.4443,0
TCGA-B6-A0X1,141.629,0.0003,3.7294,0.3466,25.3338,0,0.0874,206.5895
TCGA-B6-A0X4,19.415,860.7307,7.9432,0.0054,0,23.4704,58.7219,0
TCGA-B6-A0X5,38.415,0.0173,26.6534,72.5804,80.7372,39.2285,79.1152,0
TCGA-B6-A0X7,29.8685,0.045,186.9382,99.7778,36.6437,106.0915,9.4372,0
TCGA-BH-A0AU,36.2039,0.0082,186.2977,67.8459,153.9416,0.0003,0,10.3813
TCGA-BH-A0AV,207.4447,0.0013,299.1368,0,0,20.5895,0.0002,27.2017
TCGA-BH-A0AW,38.8993,0.0185,91.661,0,31.6783,171.3247,248.1365,89.1521
TCGA-BH-A0AY,39.3353,0.4657,210.1765,32.2534,69.1639,115.7595,36.9144,42.087
TCGA-BH-A0AZ,35.3191,0.1251,472.5982,69.4184,0.0027,73.714,147.1298,0.0415
TCGA-BH-A0B0,31.319,0.0018,285.6994,89.6536,0,94.2905,58.8653,122.3613
TCGA-BH-A0B1,29.882,0.0192,102.7853,142.4008,158.9909,5.5103,0,49.8513
TCGA-BH-A0B3,182.3709,0,120.223,0,9.0889,31.2447,0.0213,177.4715
TCGA-BH-A0B4,18.1629,0.0044,186.6485,0.1556,132.1647,136.6389,1.2045,15.907
TCGA-BH-A0B5,59.7124,0.0054,147.4961,92.2862,43.8998,32.169,0,22.5933
TCGA-BH-A0B7,112.6276,0.0028,129.9803,41.989,0,0.012,233.004,57.2581
TCGA-BH-A0B8,16.909,26.6705,60.3693,120.8594,103.6709,109.168,2.4489,0.6131
TCGA-BH-A0B9,138.6345,0.0034,0,0.1222,0,228.5564,0.0072,92.7543
TCGA-BH-A0BA,45.5886,0.1756,57.7338,107.1716,24.8218,0,175.0137,9.689
TCGA-BH-A0BC,33.7154,0.2646,115.9386,106.4905,45.2386,107.4238,0,86.0994
TCGA-BH-A0BD,52.9427,0.0013,102.5825,123.4885,48.235,40.6705,27.3713,137.3712
TCGA-BH-A0BF,54.5193,0.0007,335.5268,8.9868,43.9534,65.2845,1.4587,106.3478
TCGA-BH-A0BG,172.2786,0,30.7129,4.9606,0,67.3023,0,162.4856
TCGA-BH-A0BJ,50.4964,1.4616,143.9867,146.6448,26.6648,63.752,0.0001,15.3833
TCGA-BH-A0BL,157.9805,0.0014,206.2684,3.4184,0.0889,2.1126,0.3384,97.2576
TCGA-BH-A0BM,20.7287,0.8947,82.9662,138.833,0,149.9857,141.3836,18.5966
TCGA-BH-A0BO,65.7637,0.2163,142.4128,169.7408,0,0,58.9848,48.3866
TCGA-BH-A0BP,59.0309,0.2577,174.9777,84.6297,53.0758,50.0644,30.9187,18.7627
TCGA-BH-A0BQ,37.6917,1.4238,212.0905,121.2632,0,133.8258,15.7877,59.615
TCGA-BH-A0BR,93.676,0.0071,263.9796,53.1701,14.2678,28.0315,128.1656,40.5152
TCGA-BH-A0BS,56.561,0.0435,13.9647,236.4172,45.714,0,21.0456,14.2263
TCGA-BH-A0BT,7.8701,0.0008,73.338,72.8493,62.9348,121.6071,91.3471,86.1987
TCGA-BH-A0BV,23.8014,16.8432,138.305,137.6482,80.4605,0,46.9643,54.8594
TCGA-BH-A0BW,133.9426,0,37.5956,0.0028,22.6529,0,0.0145,182.7266
TCGA-BH-A0BZ,26.0076,0,169.2593,0,124.276,84.3914,4.6059,132.058
TCGA-BH-A0C0,45.2447,0.024,27.7501,17.5484,103.9074,84.5125,26.2603,124.1826
TCGA-BH-A0C3,26.5408,0.048,204.793,57.347,105.3948,40.6481,4.5065,42.0645
TCGA-BH-A0DD,33.6201,1.0115,59.4674,64.2549,137.7147,42.2306,40.0428,0
TCGA-BH-A0DE,24.7984,0.8661,117.5018,93.1078,79.316,39.7988,20.5606,51.1487
TCGA-BH-A0DG,44.3477,25.2338,262.6845,27.2183,57.8471,69.997,63.1218,33.8741
TCGA-BH-A0DH,5.8995,0.0129,39.4438,155.4484,43.7965,21.6988,221.9052,71.9169
TCGA-BH-A0DI,57.5414,0.0352,416.6177,60.5069,30.3349,67.4525,7.5235,35.0015
TCGA-BH-A0DK,28.2296,131.9551,151.0164,23.4777,71.9258,107.0191,0.736,101.5424
TCGA-BH-A0DL,165.8995,0,18.278,6.0539,0.3987,14.1811,1.4282,279.2359
TCGA-BH-A0DP,33.4917,0.2709,168.5601,162.8862,0,89.1557,13.9228,42.342
TCGA-BH-A0DQ,26.2532,2.4482,262.5053,48.725,96.9853,62.2611,6.9686,29.7916
TCGA-BH-A0DS,10.3636,0.4145,130.9796,73.9781,91.6876,141.4601,8.0978,57.1029
TCGA-BH-A0DT,51.6004,0.0205,113.5935,161.7164,6.1376,59.3552,5.8768,31.5571
TCGA-BH-A0DX,53.3286,0.0032,268.893,74.8282,39.5617,43.1021,42.1579,70.2854
TCGA-BH-A0DZ,55.4697,0.0017,245.1681,30.8613,62.0409,124.03,66.3211,43.714
TCGA-BH-A0E0,126.2282,0.8531,3.2945,0,4.5833,259.1292,25.3488,23.6416
TCGA-BH-A0E1,30.2064,55.3786,70.4171,177.8833,0.0001,43.2596,218.1346,21.2458
TCGA-BH-A0E2,40.8103,16.9247,130.1213,34.9304,114.2919,139.9874,0,7.492
TCGA-BH-A0E6,109.0007,0.0676,25.4258,0.8775,0,268.4394,9.2386,88.197
TCGA-BH-A0E7,25.5287,0.0027,69.6677,164.9565,93.5627,0,17.7971,0
TCGA-BH-A0EA,55.948,0.0294,131.9221,137.021,0,52.8152,10.5335,24.8859
TCGA-BH-A0EB,29.7359,0.287,137.0886,200.123,0,44.4269,21.0767,96.3492
TCGA-BH-A0EE,62.825,0.0419,0,0,9.6232,102.1642,286.2468,171.4624
TCGA-BH-A0EI,24.0207,0.3016,278.9147,86.134,82.5995,56.7062,0,0
TCGA-BH-A0GY,75.5538,0.0136,100.0502,5.8823,137.6013,54.1639,1.169,50.2646
TCGA-BH-A0GZ,8.2368,0.0793,148.532,53.2397,118.8947,115.4878,23.3877,28.4722
TCGA-BH-A0H0,31.8066,0.0666,4.4578,72.8085,141.7763,39.4581,32.7665,0
TCGA-BH-A0H3,73.8699,0.3922,179.916,139.4005,0,29.9581,0,13.2876
TCGA-BH-A0H5,32.177,0.3989,45.9042,114.6807,0,78.0687,21.0922,179.0333
TCGA-BH-A0H6,23.2375,0.2746,200.8793,60.018,111.9693,51.3148,12.055,0
TCGA-BH-A0H7,20.3706,0.0341,374.0686,5.6027,164.5408,82.0514,2.3515,4.9723
TCGA-BH-A0H9,57.4349,9.8251,59.2649,78.5675,102.823,61.8579,32.5267,0
TCGA-BH-A0HA,0.0597,331.4645,242.5769,0,46.3379,131.1239,1.6694,63.9582
TCGA-BH-A0HB,17.4306,9.6691,59.7818,0,171.1502,157.2107,4.8735,58.5141
TCGA-BH-A0HF,49.8874,2.5238,181.7061,127.7109,0,81.3068,92.1892,64.7316
TCGA-BH-A0HI,21.1478,41.8007,98.7381,215.0694,0,42.365,79.5829,28.9641
TCGA-BH-A0HK,47.3196,0.0007,69.3992,165.9123,0,163.511,12.8987,21.2883
TCGA-BH-A0HL,17.0509,271.6839,27.7153,0.1524,123.5336,34.8242,0,0
TCGA-BH-A0HN,0,0.0002,11.9758,125.8013,99.7461,124.5592,19.5487,0.0683
TCGA-BH-A0HO,10.6996,683.6821,44.6007,82.9528,0,40.2072,20.0643,57.1533
TCGA-BH-A0HP,37.681,0.0288,99.0869,137.9106,0,112.3179,88.6384,25.3404
TCGA-BH-A0HQ,40.9455,0.0344,172.4958,109.599,40.7501,61.3831,96.2427,0.0005
TCGA-BH-A0HU,30.7122,2.593,37.5485,37.4513,83.6805,170.4216,51.9133,14.2054
TCGA-BH-A0HW,2.2152,1.629,9.6607,19.3844,249.2786,81.8578,0,0
TCGA-BH-A0HX,37.6413,60.2402,124.1751,13.1466,155.228,72.374,0,2.893
TCGA-BH-A0HY,72.7508,0.1483,139.0838,31.7393,26.1931,69.0779,334.1983,0
TCGA-BH-A0RX,106.061,0.1317,70.122,2.1038,2.1109,179.9681,0.1805,193.0249
TCGA-BH-A0W3,10.9506,0.5414,20.0634,159.1666,98.5867,0,12.6438,14.9005
TCGA-BH-A0W4,57.2802,0.0739,149.4683,159.0367,27.8715,41.5669,0.4594,0.004
TCGA-BH-A0W5,32.9954,0.0026,127.0564,112.5496,35.1409,69.1992,15.003,41.4486
TCGA-BH-A0W7,17.6041,0.0358,160.7525,66.2268,48.2022,120.1839,32.2934,109.1299
TCGA-BH-A0WA,226.857,0.0003,65.2545,0,9.9976,0,0.008,64.8173
TCGA-BH-A18F,76.3779,0.0021,151.4979,93.5187,0,41.4407,43.6735,31.1912
TCGA-BH-A18G,80.4399,0,83.3692,6.0397,0,221.0195,0.8206,331.0735
TCGA-BH-A18H,4.4046,0.006,44.1306,65.631,153.6032,90.848,0,68.488
TCGA-BH-A18I,38.9093,0.0256,233.0636,77.3416,57.4132,32.7599,21.1989,28.9405
TCGA-BH-A18J,85.287,0.0277,159.5598,139.847,0,44.5001,30.1597,48.8386
TCGA-BH-A18K,30.5077,0.065,180.0266,55.2128,70.4505,102.6003,56.0055,14.2184
TCGA-BH-A18L,17.0497,0.0727,6.2135,12.8616,249.1649,38.6446,8.1048,8.9431
TCGA-BH-A18M,42.8267,4.3747,202.4254,109.3568,54.3817,50.9504,0,36.5872
TCGA-BH-A18N,10.65,0.8966,43.1707,145.8365,130.7623,22.4815,0,0
TCGA-BH-A18P,82.8824,0.0033,101.1843,76.7988,17.7204,0,137.6664,15.1589
TCGA-BH-A18Q,192.0593,0.2976,12.7732,23.0387,0,19.5499,5.6053,84.1008
TCGA-BH-A18R,78.7043,8.322,43.5219,10.7713,119.1986,63.552,81.8878,0
TCGA-BH-A18S,15.0121,7.6967,7.013,213.1599,31.3329,13.2186,152.7139,0
TCGA-BH-A18T,243.6575,0.0001,16.6122,0,4.1007,35.3693,0.1067,38.7089
TCGA-BH-A18U,38.4196,0.259,99.2393,62.9251,105.8987,81.6838,127.9775,21.0552
TCGA-BH-A18V,196.9364,0,62.9053,0,7.7632,0,0.0034,149.4795
TCGA-BH-A1EO,84.4665,0.0759,298.4579,68.7963,50.3546,0,4.2335,18.2536
TCGA-BH-A1ES,58.3026,0.3337,124.6548,18.7717,122.3736,65.7304,0.1966,0
TCGA-BH-A1ET,28.6995,13.4213,89.3795,179.1536,0,0,173.8372,0
TCGA-BH-A1EU,44.1439,2.369,133.3667,175.7548,0,0,2.7815,59.0824
TCGA-BH-A1EV,92.2288,0,139.0626,89.0409,12.5797,0.1961,268.7744,0
TCGA-BH-A1EW,61.606,0.0021,40.1952,79.4847,103.6179,0,14.4122,67.4331
TCGA-BH-A1F0,127.949,0.0032,62.503,23.2408,0,19.284,1.8465,182.6439
TCGA-C8-A12K,126.0192,0.0007,23.9773,2.1905,0,82.6365,0,238.1077
TCGA-C8-A12L,159.2572,0.0001,68.7958,0.0059,11.4056,0,146.8283,80.9717
TCGA-C8-A12M,30.2027,0,21.5455,15.0736,219.0606,52.2513,0,0
TCGA-C8-A12N,4.5572,0.7409,261.5224,94.2831,52.8249,118.3533,0.1194,49.5453
TCGA-C8-A12O,86.6209,0.0003,213.3463,63.2419,74.3332,0,103.0733,35.9565
TCGA-C8-A12P,139.3761,0,171.0285,0,19.8733,0,215.4357,24.4253
TCGA-C8-A12Q,86.3684,0.0146,131.0084,20.5517,14.655,0,346.6544,17.303
TCGA-C8-A12T,42.3151,0.0053,282.5483,0,99.4063,223.696,25.4752,0
TCGA-C8-A12U,18.6001,0.3457,4.1254,0,196.6835,75.8534,20.2891,60.4755
TCGA-C8-A12V,116.7028,0.0006,25.2577,8.9994,0,36.8699,0,237.7453
TCGA-C8-A12W,42.9172,0,214.2378,0,180.7421,46.588,11.7986,0
TCGA-C8-A12X,1.9678,0.2708,26.3214,38.5207,167.1551,75.3663,15.3597,109.8234
TCGA-C8-A12Y,0,2.0074,78.0705,52.8746,89.0834,161.9552,16.4074,117.4634
TCGA-C8-A12Z,80.8194,0.0261,102.6782,69.5848,0,23.2616,488.6533,0
TCGA-C8-A130,60.4544,0.0005,91.8077,6.3053,88.5559,112.6494,13.8822,19.602
TCGA-C8-A131,88.6089,0.0069,171.3817,0,0,138.5739,146.7801,103.9094
TCGA-C8-A132,70.145,1.2452,192.6545,38.9227,58.0576,29.2622,156.6139,16.9903
TCGA-C8-A133,0,931.8269,0,0,0,59.4481,53.9535,18.9739
TCGA-C8-A134,175.5663,0.0004,20.7258,0,18.343,16.7619,0.0158,98.9364
TCGA-C8-A135,106.5901,0.0017,112.4545,0,29.7537,111.8174,259.0587,0
TCGA-C8-A137,112.7332,0,128.8959,0,43.6255,70.7344,142.3712,0
TCGA-C8-A138,15.2879,1.9772,143.776,4.685,52.8583,144.6693,125.8264,104.6241
TCGA-C8-A1HF,76.2834,0,158.4704,0,10.8783,121.6431,196.2883,43.342
TCGA-C8-A1HG,14.7227,0,52.2788,0,153.1182,124.0676,2.2791,89.3228
TCGA-C8-A1HI,26.8207,0.9085,49.4978,57.5923,162.396,75.8892,70.7571,12.0923
TCGA-C8-A1HL,32.264,1.3913,95.0266,32.7228,62.0535,129.5478,187.2569,0
TCGA-C8-A1HM,49.4714,0,18.3434,36.4387,107.7939,31.153,0,168.1386
TCGA-C8-A1HN,39.9628,0.0165,48.6284,1.7436,190.274,53.8818,0.2079,0.0014
TCGA-D8-A13Y,90.7216,76.4896,39.7729,0,75.127,16.8695,0.1087,0.0551
TCGA-D8-A13Z,145.99,0.0002,106.4367,0,13.309,0,117.9009,87.8012
TCGA-D8-A140,18.521,0.2508,56.746,71.9943,158.969,20.0783,0,25.4464
TCGA-D8-A141,54.555,0.0012,354.9082,91.3814,0,54.7983,4.4671,65.4645
TCGA-D8-A142,195.0346,0.0011,207.2536,0,3.9914,29.4989,13.7096,31.5677
TCGA-D8-A143,221.6926,0.0003,19.444,0.0276,5.7197,0,53.0903,45.5475
TCGA-D8-A145,54.6318,0.4926,115.9697,147.5252,2.6022,25.7979,24.3232,19.7732
TCGA-D8-A147,179.3684,0.0003,30.3918,0,12.2245,2.1132,0.0696,82.9993
TCGA-E2-A105,22.1818,6.0326,29.6698,18.2779,156.1109,107.9801,0.2477,0
TCGA-E2-A106,21.5026,234.9423,29.9138,50.7224,148.7096,21.1844,37.0345,1.5368
TCGA-E2-A107,9.0025,0.1431,22.9623,45.9947,146.7749,86.2958,77.3834,2.9393
TCGA-E2-A108,57.6601,0.1244,171.1069,59.3098,7.7943,58.3752,13.8868,174.9304
TCGA-E2-A109,30.5666,22.7431,93.8172,0,184.8431,55.2841,3.7538,0
TCGA-E2-A10A,30.3349,120.7702,99.2724,86.2475,85.0567,0,7.2142,19.3914
TCGA-E2-A10B,24.3368,2.8662,106.9548,145.2576,85.7123,0,7.4187,43.7981
TCGA-E2-A10C,4.504,0.0162,36.57,14.8487,89.8319,132.0874,150.8668,74.5062
TCGA-E2-A10E,30.9092,1.5146,83.8466,206.0939,0.0386,0,176.8131,36.6784
TCGA-E2-A10F,39.4322,0.0043,225.0007,106.1498,35.9056,46.387,0,50.0426
TCGA-E2-A14N,173.0725,0.0002,2.1418,0.5756,0,109.6105,0,118.0159
TCGA-E2-A14O,0,0.0981,52.9874,116.8856,170.9995,127.1435,24.7605,56.0565
TCGA-E2-A14P,112.718,0,17.2013,0,31.3002,70.5016,256.8024,11.8268
TCGA-E2-A14Q,40.9463,2.5644,59.3342,125.2109,55.8256,66.1697,11.7406,30.7709
TCGA-E2-A14R,134.8136,0,7.4854,0,0,144.7513,0,125.1579
TCGA-E2-A14S,5.4463,0.038,10.8638,95.1916,145.8754,88.6513,0,16.2166
TCGA-E2-A14T,25.0541,222.067,52.2739,0,178.8719,54.1105,0.1242,12.0593
TCGA-E2-A14V,75.8442,0.108,84.1906,27.0666,88.9781,65.6213,139.0442,0
TCGA-E2-A14W,10.6755,0.0063,41.2382,37.4084,206.1216,98.724,0,0
TCGA-E2-A14X,210.3802,0.001,21.0476,6.8877,0,56.7667,13.4426,49.0628
TCGA-E2-A14Y,198.2818,0,13.6041,0,0.135,77.143,174.2502,72.8166
TCGA-E2-A14Z,38.424,0.1983,80.3242,76.7407,36.4722,134.3495,12.5081,103.8295
TCGA-E2-A150,208.1897,0.0007,56.5375,0.2151,4.7889,0,0.004,132.1885
TCGA-E2-A152,97.8149,0,238.6179,25.5537,8.8463,0,263.6991,0
TCGA-E2-A153,15.0232,0.0278,367.1705,77.411,67.435,108.6493,8.3255,47.3255
TCGA-E2-A154,44.4478,0.0012,108.0248,148.4019,39.0628,62.3237,2.5254,0
TCGA-E2-A155,62.8013,0.0124,16.582,77.5402,173.8433,0.0466,0,0
TCGA-E2-A156,27.642,0.0846,11.3767,192.2934,73.0613,0,1.8756,0
TCGA-E2-A158,176.2741,0.0022,0,1.9172,0,127.6647,0.0127,14.7228
TCGA-E2-A159,154.3439,0.0211,56.5614,0,10.2601,0,44.2522,140.2378
TCGA-E2-A15A,46.4987,0.0035,95.128,9.8427,182.0003,26.4993,2.2202,37.0565
TCGA-E2-A15C,31.8679,0.0076,129.9774,127.3455,73.8656,18.1178,44.1332,0
TCGA-E2-A15D,43.1659,0.0039,98.262,131.2901,35.5725,48.86,1.4015,12.6626
TCGA-E2-A15E,63.2978,0.0019,89.9462,92.9064,52.3713,51.3753,68.3405,0.0562
TCGA-E2-A15F,24.814,119.178,42.7839,48.0964,163.8308,0,0,32.9722
TCGA-E2-A15G,10.8258,0.0547,32.9861,185.0922,57.3813,37.2212,12.9405,0
TCGA-E2-A15H,34.3321,33.2772,121.74,45.8764,102.1732,73.4151,90.3013,0
TCGA-E2-A15I,40.5952,0.8437,55.3607,204.6677,0,0,17.5743,37.5171
TCGA-E2-A15J,28.2425,0.0027,50.7735,179.9571,33.6651,144.9135,12.6498,0
TCGA-E2-A15K,30.5838,7.7502,70.3628,119.1664,45.4166,40.5841,34.2826,67.075
TCGA-E2-A15L,51.5023,0.0155,202.4469,163.9705,27.4307,24.489,5.5512,0
TCGA-E2-A15M,75.4175,0.3787,114.0775,101.2958,31.9926,0,29.4091,78.6814
TCGA-E2-A15O,21.3803,0.0033,28.5372,53.0594,150.1825,44.2956,0.5087,2.0811
TCGA-E2-A15P,29.4334,162.5095,73.8745,125.3859,62.6019,0,7.2647,24.3187
TCGA-E2-A15R,40.5198,5.6555,42.7545,46.8414,172.5663,0,0,0
TCGA-E2-A15S,31.3483,1.4114,14.4322,16.9786,198.2244,47.3406,0,0
TCGA-E2-A15T,49.2708,0.0002,12.5107,121.6316,121.9681,0,0,0
TCGA-E2-A1AZ,148.6627,0.0017,98.6745,0,7.7852,26.823,0.0029,75.4689
TCGA-E2-A1B0,157.3905,0,119.2009,0,9.4271,0,243.3456,2.3914
TCGA-E2-A1B1,82.7054,0.1056,192.1821,62.2443,39.2327,0,53.9732,76.5832
TCGA-E2-A1B4,1.4177,0.0065,56.9737,176.5776,0,107.7092,143.3442,0.0169
TCGA-E2-A1B5,10.0224,0.007,32.1466,101.9511,26.3273,167.4502,20.8135,133.0019
TCGA-E2-A1B6,74.6318,0,1.9301,0,3.5336,170.4381,0.4544,185.0762
TCGA-E2-A1BC,52.8787,0.0052,193.361,129.6369,30.1957,0,27.6278,0
TCGA-E2-A1BD,3.393,0.009,74.5524,135.1584,15.7276,138.207,111.3072,32.1243
