ID,1,2,3,4,5
TCGA-BH-A0HQ,34.7112,6.5241,182.3577,160.2734,42.1909
TCGA-BH-A0HU,101.0746,8.0456,34.5738,121.9099,49.4775
TCGA-BH-A0HW,2.2705,247.1813,14.1703,0.0011,0.1294
TCGA-BH-A0HX,56.1362,156.248,129.8618,0,5.3928
TCGA-BH-A0HY,31.8468,0.1638,140.2828,119.602,169.5568
TCGA-BH-A0RX,271.6863,0.1549,75.695,13.6317,0.0014
TCGA-BH-A0W3,0,86.3924,23.0321,113.2286,30.0045
TCGA-BH-A0W4,45.3843,53.0437,173.5706,117.5405,0
TCGA-BH-A0W5,61.9741,25.2225,142.9147,110.8683,12.7431
TCGA-BH-A0W7,66.8179,0.0401,164.8779,118.4593,71.5349
TCGA-BH-A0WA,181.48,1.6676,77.4291,0,69.4574
TCGA-BH-A18F,61.6814,0.0115,170.7102,91.3998,50.5593
TCGA-BH-A18G,313.3911,0,83.8145,31.9867,0
TCGA-BH-A18H,43.0136,114.4512,48.7711,61.7208,46.5211
TCGA-BH-A18I,31.9797,37.0398,251.5119,71.9909,37.4751
TCGA-BH-A18J,51.9269,0.0355,170.3781,141.2145,71.6743
TCGA-BH-A18K,51.8194,1.4312,178.7677,119.6548,67.5093
TCGA-BH-A18L,0.094,165.2751,6.2284,0.0149,100.8987
TCGA-BH-A18M,39.6954,35.1709,222.4804,98.2552,43.4291
TCGA-BH-A18N,1.0668,193.2855,54.6236,26.6667,0
TCGA-BH-A18P,19.2387,0.1194,113.4365,103.7563,108.0506
TCGA-BH-A18Q,196.857,6.8275,20.8245,9.2055,33.6309
TCGA-BH-A18R,65.3258,76.9248,45.3314,5.8036,119.9298
TCGA-BH-A18S,0,31.3493,8.8321,223.025,39.0411
TCGA-BH-A18T,213.0951,0.9759,18.2861,0,67.4908
TCGA-BH-A18U,25.1207,0.7641,92.7323,146.0677,151.0431
TCGA-BH-A18V,160.6479,0,75.7039,0,101.8234
TCGA-BH-A1EO,40.4834,42.059,326.4461,37.6581,50.7125
TCGA-BH-A1ES,64.0466,124.9528,137.9474,0.5957,0.8101
TCGA-BH-A1ET,0.6478,22.7239,105.9004,185.2103,34.3721
TCGA-BH-A1EU,20.2164,25.5212,175.7704,118.2059,28.1238
TCGA-BH-A1EV,7.1387,0,144.2292,127.1955,169.3868
TCGA-BH-A1EW,16.1768,64.4607,52.8693,53.3938,117.7467
TCGA-BH-A1F0,134.6247,0.0037,87.7482,3.7136,87.7016
TCGA-C8-A12K,200.249,0,28.4335,2.1291,73.2901
TCGA-C8-A12L,87.0583,0,73.4795,8.535,182.5771
TCGA-C8-A12M,11.5261,208.1356,27.1509,0,14.4474
TCGA-C8-A12N,50.392,11.7228,266.8081,138.1813,20.898
TCGA-C8-A12O,25.76,0.0846,224.5051,106.3975,137.3008
TCGA-C8-A12P,65.4691,0,170.0583,3.1268,203.5349
TCGA-C8-A12Q,10.7853,0.0124,133.1036,45.059,232.3651
TCGA-C8-A12T,160.1505,37.6162,276.1024,39.4187,36.3994
TCGA-C8-A12U,36.5578,103.6549,3.1365,0,135.6965
TCGA-C8-A12V,149.7998,0,32.1331,2.5591,94.6744
TCGA-C8-A12W,23.9172,102.7067,213.603,0,101.2201
TCGA-C8-A12X,25.4167,120.009,27.7651,45.8145,82.181
TCGA-C8-A12Y,61.3697,9.0878,77.363,152.1126,73.9563
TCGA-C8-A12Z,6.4252,0.0115,101.5304,124.3967,250.5523
TCGA-C8-A130,104.4053,31.8434,88.7033,32.8061,59.8507
TCGA-C8-A131,159.3225,0.0002,167.4023,26.0589,97.1226
TCGA-C8-A132,36.4811,18.0865,198.9208,60.6542,133.1584
TCGA-C8-A133,0.4168,238.2052,0,89.7468,0
TCGA-C8-A134,176.1278,1.6235,25.4608,0,59.0271
TCGA-C8-A135,108.3259,0.0008,105.8571,45.4285,174.7893
TCGA-C8-A137,93.3723,0.0015,132.5982,23.982,147.6248
TCGA-C8-A138,85.0693,1.562,139.6474,75.4363,103.4288
TCGA-C8-A1HF,110.7068,0,154.6279,27.5906,133.7671
TCGA-C8-A1HG,97.2111,82.7684,51.8293,14.0647,63.5588
TCGA-C8-A1HI,32.8718,122.5573,52.0847,78.8452,50.9538
TCGA-C8-A1HL,61.8432,11.7123,89.0417,118.7584,93.8277
TCGA-C8-A1HM,22.8908,0,12.0623,81.5403,194.465
TCGA-C8-A1HN,31.1443,141.1962,49.1504,0,53.2817
TCGA-D8-A13Y,48.7504,87.3019,42.0329,0,43.6959
TCGA-D8-A13Z,68.8285,0,114.5253,0,188.9315
TCGA-D8-A140,0.6478,147.8842,66.8052,13.8128,55.9936
TCGA-D8-A141,50.4748,0,372.4376,86.9754,45.5653
TCGA-D8-A142,161.4892,0,213.8889,0,64.9776
TCGA-D8-A143,156.8528,0.0022,19.743,0,115.9978
TCGA-D8-A145,39.132,33.2699,141.6482,100.2253,22.6779
TCGA-D8-A147,141.7146,1.4679,38.2783,0,80.6533
TCGA-E2-A105,63.7758,150.7359,33.8413,1.4941,0.4389
TCGA-E2-A106,1.8138,195.4163,32.434,32.8302,38.868
TCGA-E2-A107,13.0728,26.7951,19.2334,160.1451,78.6786
TCGA-E2-A108,96.0304,0.1165,202.5759,51.1467,67.4339
TCGA-E2-A109,23.1148,127.1162,93.1598,0,74.4859
TCGA-E2-A10A,0.0001,120.1528,110.7614,41.2475,42.1949
TCGA-E2-A10B,0.4711,36.2373,117.2841,137.1071,66.3739
TCGA-E2-A10C,50.8591,1.6587,32.4166,120.7775,120.3899
TCGA-E2-A10E,0.7334,4.0097,95.9079,221.8981,64.5295
TCGA-E2-A10F,40.0677,18.8957,247.6514,98.4507,37.8975
TCGA-E2-A14N,243.0908,0.0009,4.6317,0.6899,39.4104
TCGA-E2-A14O,10.4183,80.0995,52.9093,221.9744,53.9204
TCGA-E2-A14P,101.2734,0.0016,15.7705,16.29,197.1485
TCGA-E2-A14Q,54.938,51.513,68.4338,117.1217,19.8671
TCGA-E2-A14R,237.2132,0,9.772,0,33.0828
TCGA-E2-A14S,37.1214,120.9079,13.1805,94.4694,4.9068
TCGA-E2-A14T,21.2359,206.6944,54.8321,0,32.271
TCGA-E2-A14V,46.8788,6.5003,84.5526,93.1073,146.643
TCGA-E2-A14W,13.9768,57.3127,35.1838,153.0426,73.0302
TCGA-E2-A14X,222.6361,3.3998,26.8829,7.9488,30.6973
TCGA-E2-A14Y,206.0425,0,13.6259,0,148.8355
TCGA-E2-A14Z,113.793,0.565,85.0541,111.5606,43.2705
TCGA-E2-A150,187.2578,0.0009,66.9471,0,70.9219
TCGA-E2-A152,29.0341,0,243.4957,45.4581,169.6701
TCGA-E2-A153,47.0006,0.0481,362.7969,147.7656,38.1372
TCGA-E2-A154,32.6861,30.7612,120.3787,150.0034,22.3905
TCGA-E2-A155,11.8486,200.8916,25.6595,0.4654,31.352
TCGA-E2-A156,0.0008,116.5415,18.7793,105.2192,9.0586
TCGA-E2-A158,244.7833,4.8012,1.629,0.8922,0
TCGA-E2-A159,106.0582,0.0296,63.7211,0,142.5623
TCGA-E2-A15A,13.6533,107.2791,97.6843,1.2406,121.9946
TCGA-E2-A15C,12.7884,68.7251,146.8858,112.048,18.3891
TCGA-E2-A15D,41.5237,40.3751,115.4745,108.8208,14.9643
TCGA-E2-A15E,52.7276,27.8243,99.6032,106.7922,55.3959
TCGA-E2-A15F,6.3235,187.7456,50.7596,2.2066,30.0607
TCGA-E2-A15G,0.173,52.4007,39.9482,170.42,14.7135
TCGA-E2-A15H,30.143,71.9331,122.3777,67.3839,84.2819
TCGA-E2-A15I,6.925,3.4776,73.0928,178.1886,43.4658
TCGA-E2-A15J,60.4226,0.2804,53.7097,230.0506,22.185
TCGA-E2-A15K,14.072,12.5938,76.7278,143.0457,78.3477
TCGA-E2-A15L,14.6427,40.2245,224.645,134.4003,23.2986
TCGA-E2-A15M,38.3004,3.2133,139.2904,95.2291,92.3052
TCGA-E2-A15O,25.0539,151.1164,34.5853,10.3333,12.032
TCGA-E2-A15P,5.4855,124.2564,85.8289,74.0131,24.145
TCGA-E2-A15R,1.4642,187.1083,52.6619,0,7.3941
TCGA-E2-A15S,16.4675,194.4174,18.9069,0,6.0353
TCGA-E2-A15T,9.2193,172.0223,20.771,28.5974,15.4644
TCGA-E2-A1AZ,135.2026,1.0625,112.0443,0,58.7667
TCGA-E2-A1B0,72.0026,0,121.3006,15.3674,194.2764
TCGA-E2-A1B1,48.8277,23.7455,222.6703,34.768,101.8198
TCGA-E2-A1B4,19.8612,0.0285,61.6289,258.6179,0.0017
TCGA-E2-A1B5,119.5052,0.0058,38.0794,138.1234,31.9607
TCGA-E2-A1B6,217.5819,0,2.4479,3.1216,37.6895
TCGA-E2-A1BC,10.2828,29.0487,223.3252,99.0296,41.6193
TCGA-E2-A1BD,39.7994,0.0106,76.8386,198.8243,47.7211
